Price,District,Ward,Area
" 1,3 triệu / tháng", Quận Nam Từ Liêm, Phường Mỹ Đình 1, 15 m2
" 1,2 triệu / tháng", Quận Cầu Giấy, Phường Trung Hòa, 14 m2
 1 triệu / tháng, Quận Đống Đa, Phường Láng Thượng, 12 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Phương Liên, 14 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Phương Mai, 15 m2
" 1,2 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Trung, 14 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Phương Liên, 14 m2
" 1,4 triệu / tháng", Quận Hai Bà Trưng, Phường Bách Khoa, 16 m2
" 1,6 triệu / tháng", Quận Đống Đa, Phường Láng Thượng, 17 m2
" 1,3 triệu / tháng", Quận Nam Từ Liêm, Phường Mỹ Đình 1, 15 m2
" 1,3 triệu / tháng", Quận Đống Đa, 67 Phố Hào Nam, 15 m2
" 1,4 triệu / tháng", Quận Ba Đình, Phường Kim Mã, 16 m2
" 1,45 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng, 16 m2
" 1,5 triệu / tháng", Quận Hoàng Mai, Phường Giáp Bát, 16 m2
" 1,5 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng, 16 m2
" 1,4 triệu / tháng", Quận Đống Đa, Phường Khương Thượng, 15 m2
" 1,5 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng, 14 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Phương Mai, 15 m2
" 1,3 triệu / tháng", Quận Nam Từ Liêm, Phường Mỹ Đình 1, 15 m2
" 1,2 triệu / tháng", Quận Cầu Giấy, Phường Trung Hòa, 14 m2
 1 triệu / tháng, Quận Đống Đa, Phường Láng Thượng, 12 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Phương Liên, 14 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Phương Mai, 15 m2
" 1,2 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Trung, 14 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Phương Liên, 14 m2
" 1,4 triệu / tháng", Quận Hai Bà Trưng, Phường Bách Khoa, 16 m2
" 1,6 triệu / tháng", Quận Đống Đa, Phường Láng Thượng, 17 m2
" 1,3 triệu / tháng", Quận Nam Từ Liêm, Phường Mỹ Đình 1, 15 m2
" 1,3 triệu / tháng", Quận Đống Đa, 67 Phố Hào Nam, 15 m2
" 1,4 triệu / tháng", Quận Ba Đình, Phường Kim Mã, 16 m2
" 1,45 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng, 16 m2
" 1,5 triệu / tháng", Quận Hoàng Mai, Phường Giáp Bát, 16 m2
" 1,5 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng, 16 m2
" 1,4 triệu / tháng", Quận Đống Đa, Phường Khương Thượng, 15 m2
" 1,5 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng, 14 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Phương Mai, 15 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Láng Thượng, 15 m2
" 1,1 triệu / tháng", Quận Hai Bà Trưng, Phường Cầu Dền, 13 m2
" 1,4 triệu / tháng", Quận Đống Đa, Phường Ngã Tư Sở, 16 m2
 800 ngàn / tháng, Quận Đống Đa, Phường Ô Chợ Dừa, 10 m2
" 1,4 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Trung, 16 m2
" 1,2 triệu / tháng", Quận Hai Bà Trưng, Phường Minh Khai, 14 m2
" 2,1 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Trung, 35 m2
 2 triệu / tháng, Quận Đống Đa, Phố Giảng Võ, 25 m2
 2 triệu / tháng, Quận Thanh Xuân, Phường Nhân Chính, 25 m2
 2 triệu / tháng, Quận Đống Đa, Phường Phương Liên, 25 m2
" 1,4 triệu / tháng", Quận Đống Đa, Phường Khương Thượng, 25 m2
" 3,2 triệu / tháng", Quận Hoàng Mai, Phường Đại Kim, 22 m2
 4 triệu / tháng, Quận Tây Hồ, Phường Phú Thượng, 35 m2
" 7,5 triệu / tháng", Quận Tây Hồ, Phường Bưởi, 27 m2
" 6,5 triệu / tháng", Quận Bắc Từ Liêm, Phường Xuân Đỉnh, 30 m2
 3 triệu / tháng, Quận Hoàng Mai, Phường Thịnh Liệt, 20 m2
" 1,5 triệu / tháng", Quận Đống Đa, Phường Láng Hạ, 15 m2
" 1,5 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Bắc, 20 m2
" 1,5 triệu / tháng", Quận Hai Bà Trưng, Phường Phố Huế, 16 m2
" 1,2 triệu / tháng", Quận Nam Từ Liêm, Phường Phú Đô, 14 m2
 1 triệu / tháng, Quận Thanh Xuân, Phường Phương Liệt, 13 m2
" 1,4 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Trung, 16 m2
" 1,3 triệu / tháng", Quận Nam Từ Liêm, Phường Trung Văn, 15 m2
" 1,5 triệu / tháng", Quận Đống Đa, Phường Láng Thượng, 15 m2
" 1,5 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng, 16 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Ô Chợ Dừa, 14 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Ngã Tư Sở, 15 m2
" 1,2 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Trung, 18 m2
" 1,3 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng, 15 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Thổ Quan, 15 m2
" 1,4 triệu / tháng", Quận Đống Đa, Phường Láng Thượng, 16 m2
" 1,4 triệu / tháng", Quận Đống Đa, Phường Ngã Tư Sở, 23 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Ô Chợ Dừa, 21 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Ngã Tư Sở, 14 m2
" 1,5 triệu / tháng", Quận Đống Đa, Phường Láng Thượng, 15 m2
" 1,4 triệu / tháng", Quận Hai Bà Trưng, Phường Bách Khoa, 15 m2
" 1,2 triệu / tháng", Quận Thanh Xuân, Phường Khương Trung, 15 m2
" 1,4 triệu / tháng", Quận Đống Đa, Phường Ô Chợ Dừa, 15 m2
" 1,2 triệu / tháng", Quận Đống Đa, Phường Ngã Tư Sở, 14 m2
" 1,2 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng Hậu, 14 m2
" 1,2 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng, 25 m2
" 1,5 triệu / tháng", Quận Ba Đình, Phường Kim Mã, 15 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Ngã Tư Sở, 18 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Ô Chợ Dừa, 15 m2
" 1,8 triệu / tháng", Quận Đống Đa, Phường Ngã Tư Sở, 20 m2
" 1,2 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng Hậu, 14 m2
" 1,2 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng, 25 m2
" 1,5 triệu / tháng", Quận Ba Đình, Phường Kim Mã, 15 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Ngã Tư Sở, 18 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Ô Chợ Dừa, 15 m2
" 1,8 triệu / tháng", Quận Đống Đa, Phường Ngã Tư Sở, 20 m2
" 1,3 triệu / tháng", Quận Hai Bà Trưng, Phường Bách Khoa, 15 m2
" 1,4 triệu / tháng", Quận Đống Đa, Phường Ô Chợ Dừa, 15 m2
" 1,2 triệu / tháng", Quận Đống Đa, Phường Láng Thượng, 14 m2
" 1,3 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng, 15 m2
" 1,5 triệu / tháng", Quận Đống Đa, Phường Ngã Tư Sở, 15 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Ô Chợ Dừa, 15 m2
" 1,2 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Trung, 14 m2
" 1,5 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng Hậu, 17 m2
" 1,4 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Trung, 16 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Ô Chợ Dừa, 15 m2
" 1,1 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Bắc, 12 m2
" 1,5 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng, 17 m2
" 1,3 triệu / tháng", Quận Long Biên, Phường Long Biên, 17 m2
 1 triệu / tháng, Quận Hoàng Mai, Phường Mai Động, 13 m2
 2 triệu / tháng, Quận Đống Đa, Phường Ngã Tư Sở, 30 m2
" 1,4 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Trung, 16 m2
" 1,2 triệu / tháng", Quận Hai Bà Trưng, Phường Minh Khai, 14 m2
" 2,1 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Trung, 35 m2
 2 triệu / tháng, Quận Đống Đa, Phố Giảng Võ, 25 m2
 2 triệu / tháng, Quận Thanh Xuân, Phường Nhân Chính, 25 m2
 2 triệu / tháng, Quận Đống Đa, Phường Phương Liên, 25 m2
" 1,4 triệu / tháng", Quận Đống Đa, Phường Khương Thượng, 25 m2
" 3,2 triệu / tháng", Quận Hoàng Mai, Phường Đại Kim, 22 m2
 4 triệu / tháng, Quận Tây Hồ, Phường Phú Thượng, 35 m2
" 7,5 triệu / tháng", Quận Tây Hồ, Phường Bưởi, 27 m2
" 6,5 triệu / tháng", Quận Bắc Từ Liêm, Phường Xuân Đỉnh, 30 m2
 3 triệu / tháng, Quận Hoàng Mai, Phường Thịnh Liệt, 20 m2
" 1,5 triệu / tháng", Quận Đống Đa, Phường Láng Hạ, 15 m2
" 1,5 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Bắc, 20 m2
" 1,5 triệu / tháng", Quận Ba Đình, Phường Kim Mã, 15 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Ngã Tư Sở, 18 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Ô Chợ Dừa, 15 m2
" 1,8 triệu / tháng", Quận Đống Đa, Phường Ngã Tư Sở, 20 m2
" 1,3 triệu / tháng", Quận Hai Bà Trưng, Phường Bách Khoa, 15 m2
" 1,4 triệu / tháng", Quận Đống Đa, Phường Ô Chợ Dừa, 15 m2
" 1,2 triệu / tháng", Quận Đống Đa, Phường Láng Thượng, 14 m2
" 1,3 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng, 15 m2
" 1,5 triệu / tháng", Quận Đống Đa, Phường Ngã Tư Sở, 15 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Ô Chợ Dừa, 15 m2
" 1,2 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Trung, 14 m2
" 1,5 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng Hậu, 17 m2
" 1,4 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Trung, 16 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Ô Chợ Dừa, 15 m2
" 1,1 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Bắc, 12 m2
" 1,5 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng, 17 m2
" 1,3 triệu / tháng", Quận Long Biên, Phường Long Biên, 17 m2
 1 triệu / tháng, Quận Hoàng Mai, Phường Mai Động, 13 m2
 2 triệu / tháng, Quận Đống Đa, Phường Ngã Tư Sở, 30 m2
" 1,6 triệu / tháng", Quận Hoàn Kiếm, Phường Tràng Tiền, 16 m2
" 1,5 triệu / tháng", Quận Thanh Xuân, Phường Khương Trung, 17 m2
" 1,2 triệu / tháng", Quận Đống Đa, Phường Ô Chợ Dừa, 15 m2
 2 triệu / tháng, Quận Đống Đa, Phường Ô Chợ Dừa, 23 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Ngã Tư Sở, 15 m2
" 1,5 triệu / tháng", Quận Ba Đình, Phường Liễu Giai, 17 m2
" 1,2 triệu / tháng", Quận Cầu Giấy, Phường Mai Dịch, 14 m2
" 1,2 triệu / tháng", Quận Hà Đông, Phường Văn Quán, 20 m2
" 1,2 triệu / tháng", Quận Nam Từ Liêm, Phường Mỹ Đình 1, 14 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Láng Thượng, 38 m2
" 1,5 triệu / tháng", Quận Đống Đa, Phường Thịnh Quang, 15 m2
" 1,4 triệu / tháng", Quận Đống Đa, Phường Khương Thượng, 21 m2
" 1,3 triệu / tháng", Quận Thanh Xuân, Phường Khương Trung, 14 m2
" 1,3 triệu / tháng", Quận Hai Bà Trưng, Phường Minh Khai, 16 m2
" 1,3 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Trung, 15 m2
" 1,4 triệu / tháng", Quận Đống Đa, Phường Quốc Tử Giám, 17 m2
" 1,5 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Bắc, 22 m2
" 1,5 triệu / tháng", Quận Hai Bà Trưng, Phường Bách Khoa, 15 m2
" 1,3 triệu / tháng", Quận Cầu Giấy, Phường Quan Hoa, 15 m2
" 1,4 triệu / tháng", Quận Đống Đa, Phường Kim Liên, 15 m2
" 1,4 triệu / tháng", Quận Cầu Giấy, Phường Mai Dịch, 17 m2
" 1,4 triệu / tháng", Quận Ba Đình, Phường Kim Mã, 15 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Khương Thượng, 15 m2
" 2,5 triệu / tháng", Quận Cầu Giấy, Phường Yên Hòa, 25 m2
" 1,5 triệu / tháng", Quận Cầu Giấy, Phường Trung Hòa, 16 m2
" 5,5 triệu / tháng", Quận Thanh Xuân, Phường Nhân Chính, 35 m2
 2 triệu / tháng, Quận Thanh Xuân, Phường Kim Giang, 20 m2
" 2,2 triệu / tháng", Quận Đống Đa, Phường Ô Chợ Dừa, 20 m2
 2 triệu / tháng, Quận Đống Đa, Phường Ngã Tư Sở, 20 m2
 2 triệu / tháng, Quận Thanh Xuân, Phường Khương Đình, 18 m2
" 1,5 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Bắc, 20 m2
" 1,8 triệu / tháng", Quận Đống Đa, Phường Khương Thượng, 17 m2
" 1,7 triệu / tháng", Quận Hoàng Mai, Phường Định Công, 20 m2
" 1,5 triệu / tháng", Quận Thanh Xuân, Phường Khương Trung, 25 m2
" 4,5 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Trung, 35 m2
 2 triệu / tháng, Quận Hoàng Mai, Phường Thịnh Liệt, 20 m2
" 1,8 triệu / tháng", Quận Đống Đa, Phường Láng Thượng, 20 m2
" 1,5 triệu / tháng", Quận Hai Bà Trưng, Phường Trương Định, 15 m2
" 2,8 triệu / tháng", Quận Hoàng Mai, Phường Vĩnh Hưng, 25 m2
" 1,3 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Trung, 50 m2
" 1,1 triệu / tháng", Quận Hoàng Mai, Phường Tân Mai, 50 m2
" 5,8 triệu / tháng", Quận Cầu Giấy, Phường Trung Hòa, 35 m2
" 4,2 triệu / tháng", Quận Hai Bà Trưng, Phường Đống Mác, 35 m2
 900 ngàn / tháng, Quận Hoàng Mai, Phường Hoàng Văn Thụ, 15 m2
 1 triệu / tháng, Quận Thanh Xuân, Phường Thượng Đình, 13 m2
" 1,7 triệu / tháng", Quận Ba Đình, Phường Đội Cấn, 20 m2
 2 triệu / tháng, Quận Đống Đa, Phường Láng Hạ, 25 m2
" 5,5 triệu / tháng", Quận Đống Đa, Phường Khương Thượng, 35 m2
 11 triệu / tháng, Quận Hoàn Kiếm, Phường Cửa Nam, 75 m2
" 4,6 triệu / tháng", Quận Cầu Giấy, Phường Quan Hoa, 30 m2
" 1,3 triệu / tháng", Quận Long Biên, Phường Long Biên, 15 m2
" 4,6 triệu / tháng", Quận Nam Từ Liêm, Phường Mỹ Đình 1, 30 m2
" 2,6 triệu / tháng", Quận Thanh Xuân, Phường Khương Đình, 28 m2
 108 triệu / tháng, Huyện Thạch Thất, Xã Tiến Xuân, 1.800 m2
" 2,5 triệu / tháng", Huyện Thanh Trì, Xã Vĩnh Quỳnh, 60 m2
" 1,2 triệu / tháng", Quận Đống Đa, Phường Trung Liệt, 15 m2
" 1,3 triệu / tháng", Quận Hoàng Mai, Phường Đại Kim, 20 m2
" 1,5 triệu / tháng", Quận Bắc Từ Liêm, Phường Cổ Nhuế 1, 50 m2
 100 ngàn / m2  / tháng, Quận Bắc Từ Liêm, Phường Cổ Nhuế 1, 50 m2
" 4,5 triệu / tháng", Quận Thanh Xuân, Phường Nhân Chính, 28 m2
" 4,5 triệu / tháng", Quận Nam Từ Liêm, Phường Trung Văn, 38 m2
" 4,8 triệu / tháng", Quận Nam Từ Liêm, 118 Đường Nguyễn Đổng Chi, 40 m2
" 6,5 triệu / tháng", Quận Đống Đa, Phường Hàng Bột, 30 m2
 6 triệu / tháng, Quận Đống Đa, Phường Ngã Tư Sở, 48 m2
 6 triệu / tháng, Quận Đống Đa, Phường Kim Liên, 40 m2
 9 triệu / tháng, Quận Đống Đa, Phường Ô Chợ Dừa, 60 m2
" 7,5 triệu / tháng", Quận Cầu Giấy, Phường Quan Hoa, 55 m2
" 6,5 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng Hậu, 38 m2
 6 triệu / tháng, Quận Đống Đa, Phường Nam Đồng, 40 m2
" 4,4 triệu / tháng", Quận Cầu Giấy, Phường Yên Hòa, 30 m2
" 1,5 triệu / tháng", Quận Hai Bà Trưng, Phường Lê Đại Hành, 18 m2
 6 triệu / tháng, Quận Ba Đình, Phường Ngọc Hà, 65 m2
 1 triệu / tháng, Quận Thanh Xuân, Phường Thượng Đình, 14 m2
" 1,8 triệu / tháng", Quận Cầu Giấy, Phường Quan Hoa, 20 m2
 2 triệu / tháng, Quận Thanh Xuân, Phường Thượng Đình, 25 m2
" 2,5 triệu / tháng", Quận Hà Đông, Phố Xa La, 32 m2
 2 triệu / tháng, Quận Hai Bà Trưng, Phường Đồng Tâm, 24 m2
" 1,2 triệu / tháng", Quận Hà Đông, Phường Văn Quán, 15 m2
" 7,5 triệu / tháng", Quận Tây Hồ, Phường Thụy Khuê, 35 m2
 4 triệu / tháng, Quận Hai Bà Trưng, Phường Trương Định, 31 m2
" 2,5 triệu / tháng", Quận Đống Đa, Phường Khương Thượng, 30 m2
" 1,1 triệu / tháng", Quận Hoàng Mai, Phường Định Công, 15 m2
" 8,5 triệu / tháng", Quận Tây Hồ, Phường Thụy Khuê, 50 m2
" 2,5 triệu / tháng", Quận Bắc Từ Liêm, Phường Cổ Nhuế 2, 35 m2
 5 triệu / tháng, Quận Thanh Xuân, Phường Thanh Xuân Nam, 50 m2
" 3,2 triệu / tháng", Quận Hoàng Mai, Phường Tân Mai, 30 m2
" 4,1 triệu / tháng", Quận Ba Đình, Phường Đội Cấn, 20 m2
" 1,5 triệu / tháng", Quận Hoàng Mai, Phường Hoàng Văn Thụ, 13 m2
" 1,6 triệu / tháng", Quận Hai Bà Trưng, Phường Bách Khoa, 17 m2
" 1,3 triệu / tháng", Quận Nam Từ Liêm, Phường Mỹ Đình 1, 15 m2
" 1,2 triệu / tháng", Quận Cầu Giấy, Phường Trung Hòa, 14 m2
 1 triệu / tháng, Quận Đống Đa, Phường Láng Thượng, 12 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Phương Liên, 14 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Phương Mai, 15 m2
" 1,2 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Trung, 14 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Phương Liên, 14 m2
" 1,4 triệu / tháng", Quận Hai Bà Trưng, Phường Bách Khoa, 16 m2
" 1,6 triệu / tháng", Quận Đống Đa, Phường Láng Thượng, 17 m2
" 1,3 triệu / tháng", Quận Nam Từ Liêm, Phường Mỹ Đình 1, 15 m2
" 1,3 triệu / tháng", Quận Đống Đa, 67 Phố Hào Nam, 15 m2
" 1,4 triệu / tháng", Quận Ba Đình, Phường Kim Mã, 16 m2
" 1,45 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng, 16 m2
" 1,5 triệu / tháng", Quận Hoàng Mai, Phường Giáp Bát, 16 m2
" 1,5 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng, 16 m2
" 1,4 triệu / tháng", Quận Đống Đa, Phường Khương Thượng, 15 m2
" 1,5 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng, 14 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Phương Mai, 15 m2
" 1,3 triệu / tháng", Quận Nam Từ Liêm, Phường Mỹ Đình 1, 15 m2
" 1,2 triệu / tháng", Quận Cầu Giấy, Phường Trung Hòa, 14 m2
 1 triệu / tháng, Quận Đống Đa, Phường Láng Thượng, 12 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Phương Liên, 14 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Phương Mai, 15 m2
" 1,2 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Trung, 14 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Phương Liên, 14 m2
" 1,4 triệu / tháng", Quận Hai Bà Trưng, Phường Bách Khoa, 16 m2
" 1,6 triệu / tháng", Quận Đống Đa, Phường Láng Thượng, 17 m2
" 1,3 triệu / tháng", Quận Nam Từ Liêm, Phường Mỹ Đình 1, 15 m2
" 1,3 triệu / tháng", Quận Đống Đa, 67 Phố Hào Nam, 15 m2
" 1,4 triệu / tháng", Quận Ba Đình, Phường Kim Mã, 16 m2
" 1,45 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng, 16 m2
" 1,5 triệu / tháng", Quận Hoàng Mai, Phường Giáp Bát, 16 m2
" 1,5 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng, 16 m2
" 1,4 triệu / tháng", Quận Đống Đa, Phường Khương Thượng, 15 m2
" 1,5 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng, 14 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Phương Mai, 15 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Láng Thượng, 15 m2
" 1,1 triệu / tháng", Quận Hai Bà Trưng, Phường Cầu Dền, 13 m2
" 1,4 triệu / tháng", Quận Đống Đa, Phường Ngã Tư Sở, 16 m2
 800 ngàn / tháng, Quận Đống Đa, Phường Ô Chợ Dừa, 10 m2
" 1,4 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Trung, 16 m2
" 1,2 triệu / tháng", Quận Hai Bà Trưng, Phường Minh Khai, 14 m2
" 2,1 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Trung, 35 m2
 2 triệu / tháng, Quận Đống Đa, Phố Giảng Võ, 25 m2
 2 triệu / tháng, Quận Thanh Xuân, Phường Nhân Chính, 25 m2
 2 triệu / tháng, Quận Đống Đa, Phường Phương Liên, 25 m2
" 1,4 triệu / tháng", Quận Đống Đa, Phường Khương Thượng, 25 m2
" 3,2 triệu / tháng", Quận Hoàng Mai, Phường Đại Kim, 22 m2
 4 triệu / tháng, Quận Tây Hồ, Phường Phú Thượng, 35 m2
" 7,5 triệu / tháng", Quận Tây Hồ, Phường Bưởi, 27 m2
" 6,5 triệu / tháng", Quận Bắc Từ Liêm, Phường Xuân Đỉnh, 30 m2
 3 triệu / tháng, Quận Hoàng Mai, Phường Thịnh Liệt, 20 m2
" 1,5 triệu / tháng", Quận Đống Đa, Phường Láng Hạ, 15 m2
" 1,5 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Bắc, 20 m2
" 1,5 triệu / tháng", Quận Hai Bà Trưng, Phường Phố Huế, 16 m2
" 1,2 triệu / tháng", Quận Nam Từ Liêm, Phường Phú Đô, 14 m2
 1 triệu / tháng, Quận Thanh Xuân, Phường Phương Liệt, 13 m2
" 1,4 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Trung, 16 m2
" 1,3 triệu / tháng", Quận Nam Từ Liêm, Phường Trung Văn, 15 m2
" 1,5 triệu / tháng", Quận Đống Đa, Phường Láng Thượng, 15 m2
" 1,5 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng, 16 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Ô Chợ Dừa, 14 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Ngã Tư Sở, 15 m2
" 1,2 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Trung, 18 m2
" 1,3 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng, 15 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Thổ Quan, 15 m2
" 1,4 triệu / tháng", Quận Đống Đa, Phường Láng Thượng, 16 m2
" 1,4 triệu / tháng", Quận Đống Đa, Phường Ngã Tư Sở, 23 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Ô Chợ Dừa, 21 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Ngã Tư Sở, 14 m2
" 1,5 triệu / tháng", Quận Đống Đa, Phường Láng Thượng, 15 m2
" 1,4 triệu / tháng", Quận Hai Bà Trưng, Phường Bách Khoa, 15 m2
" 1,2 triệu / tháng", Quận Thanh Xuân, Phường Khương Trung, 15 m2
" 1,4 triệu / tháng", Quận Đống Đa, Phường Ô Chợ Dừa, 15 m2
" 1,2 triệu / tháng", Quận Đống Đa, Phường Ngã Tư Sở, 14 m2
" 1,2 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng Hậu, 14 m2
" 1,2 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng, 25 m2
" 1,5 triệu / tháng", Quận Ba Đình, Phường Kim Mã, 15 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Ngã Tư Sở, 18 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Ô Chợ Dừa, 15 m2
" 1,8 triệu / tháng", Quận Đống Đa, Phường Ngã Tư Sở, 20 m2
" 1,2 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng Hậu, 14 m2
" 1,2 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng, 25 m2
" 1,5 triệu / tháng", Quận Ba Đình, Phường Kim Mã, 15 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Ngã Tư Sở, 18 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Ô Chợ Dừa, 15 m2
" 1,8 triệu / tháng", Quận Đống Đa, Phường Ngã Tư Sở, 20 m2
" 1,3 triệu / tháng", Quận Hai Bà Trưng, Phường Bách Khoa, 15 m2
" 1,4 triệu / tháng", Quận Đống Đa, Phường Ô Chợ Dừa, 15 m2
" 1,2 triệu / tháng", Quận Đống Đa, Phường Láng Thượng, 14 m2
" 1,3 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng, 15 m2
" 1,5 triệu / tháng", Quận Đống Đa, Phường Ngã Tư Sở, 15 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Ô Chợ Dừa, 15 m2
" 1,2 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Trung, 14 m2
" 1,5 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng Hậu, 17 m2
" 1,4 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Trung, 16 m2
" 1,3 triệu / tháng", Quận Đống Đa, Phường Ô Chợ Dừa, 15 m2
" 1,1 triệu / tháng", Quận Thanh Xuân, Phường Thanh Xuân Bắc, 12 m2
" 1,5 triệu / tháng", Quận Cầu Giấy, Phường Dịch Vọng, 17 m2
