Price,District,Ward,Time,Area
2.2 triệu/tháng, Quận Hai Bà Trưng, Phường Thanh Lương,24/02/2020, 20m2
4.3 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng,23/02/2020, 40m2
3.9 triệu/tháng, Quận Hà Đông, Phường La Khê,23/02/2020, 30m2
2.5 triệu/tháng, Quận Hai Bà Trưng, Phường Thanh Lương,23/02/2020, 20m2
2.3 triệu/tháng, Quận Hoàng Mai, Phường Định Công,22/02/2020, 25m2
2.5 triệu/tháng, Quận Hoàng Mai, Phường Thịnh Liệt,22/02/2020, 20m2
2.7 triệu/tháng, Quận Bắc Từ Liêm,Địa chỉ: Đường Hoàng Công Chất,22/02/2020, 20m2
4.6 triệu/tháng, Quận Cầu Giấy, Phường Trung Hòa,22/02/2020, 30m2
3.5 triệu/tháng, Quận Đống Đa, Phường Láng Hạ,22/02/2020, 33m2
2.5 triệu/tháng, Quận Nam Từ Liêm,Địa chỉ: Phường Tây Mỗ,22/02/2020, 35m2
3 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng Hậu,21/02/2020, 20m2
3.3 triệu/tháng, Quận Cầu Giấy, Phường Mai Dịch,21/02/2020, 25m2
6.5 triệu/tháng, Quận Cầu Giấy, Phường Trung Hòa,21/02/2020, 35m2
4 triệu/tháng, Quận Hoàng Mai, Phường Lĩnh Nam,20/02/2020, 30m2
4.8 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,20/02/2020, 45m2
3.6 triệu/tháng, Quận Nam Từ Liêm, Phường Trung Văn,20/02/2020, 35m2
1.3 triệu/tháng, Quận Hoàng Mai, Phường Hoàng Liệt,20/02/2020, 20m2
1.5 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng,19/02/2020, 120m2
2.5 triệu/tháng, Quận Cầu Giấy, Phường Nghĩa Đô,19/02/2020, 17m2
2.7 triệu/tháng, Quận Đống Đa, Phường Phương Mai,19/02/2020, 20m2
2 triệu/tháng, Quận Hoàng Mai, Phường Hoàng Văn Thụ,19/02/2020, 20m2
5 triệu/tháng, Quận Nam Từ Liêm,Địa chỉ: Phường Mễ Trì,19/02/2020, 28m2
2.5 triệu/tháng, Quận Hoàng Mai, Phường Hoàng Liệt,19/02/2020, 20m2
1.7 triệu/tháng, Quận Đống Đa, Phường Trung Tự,18/02/2020, 20m2
5.5 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng,18/02/2020, 50m2
4 triệu/tháng, Quận Đống Đa,Địa chỉ: Ngõ Yên Thế Đường Nguyễn Thái Học,18/02/2020, 40m2
3.1 triệu/tháng, Quận Ba Đình, Phường Liễu Giai,17/02/2020, 20m2
2.2 triệu/tháng, Quận Hoàng Mai, Phường Trần Phú,16/02/2020, 35m2
2.7 triệu/tháng, Quận Nam Từ Liêm,Địa chỉ: Phường Mễ Trì,14/02/2020, 22m2
3 triệu/tháng, Quận Hà Đông, Phường Văn Quán,14/02/2020, 68m2
3.2 triệu/tháng, Quận Tây Hồ, Phường Bưởi,13/02/2020, 26m2
2.7 triệu/tháng, Quận Long Biên, Phường Bồ Đề,13/02/2020, 28m2
2.2 triệu/tháng, Quận Hoàng Mai, Phường Định Công,13/02/2020, 26m2
2.5 triệu/tháng, Quận Long Biên, Phường Bồ Đề,13/02/2020, 26m2
3 triệu/tháng, Quận Hoàn Kiếm, Phường Phúc Tân,13/02/2020, 25m2
3.2 triệu/tháng, Quận Hoàn Kiếm, Phường Phúc Tân,13/02/2020, 23m2
2.7 triệu/tháng, Quận Hoàng Mai, Phường Hoàng Liệt,13/02/2020, 20m2
1.35 triệu/tháng, Quận Cầu Giấy, Phường Trung Hòa,13/02/2020, 100m2
5 triệu/tháng, Quận Ba Đình, Phường Trúc Bạch,13/02/2020, 30m2
1.5 triệu/tháng, Quận Hai Bà Trưng, Phường Bạch Đằng,24/10/2017, 22m2
1.5 triệu/tháng, Quận Hai Bà Trưng, Phường Trương Định,23/10/2017, 20m2
2 triệu/tháng, Quận Hoàng Mai,Địa chỉ: Ngõ 167 Đường Tân Mai,23/10/2017, 35m2
2.2 triệu/tháng, Quận Hai Bà Trưng, Phường Thanh Lương,22/10/2017, 20m2
1.5 triệu/tháng, Quận Đống Đa, Phường Khương Thượng,22/10/2017, 15m2
1.7 triệu/tháng, Quận Hà Đông, Phường Quang Trung,22/10/2017, 20m2
2 triệu/tháng, Quận Tây Hồ, Phường Bưởi,21/10/2017, 22m2
2.5 triệu/tháng, Quận Cầu Giấy, Phường Nghĩa Đô,18/10/2017, 17m2
2 triệu/tháng, Huyện Từ Liêm, Phường Phú Diễn,17/10/2017, 15m2
1.8 triệu/tháng, Quận Tây Hồ, Phường Xuân La,17/10/2017, 19m2
2.5 triệu/tháng, Huyện Từ Liêm, Phường Phú Diễn,17/10/2017, 17m2
2 triệu/tháng, Quận Long Biên, Phường Thạch Bàn,16/10/2017, 30m2
1.7 triệu/tháng, Quận Hoàng Mai, Phường Đại Kim,10/10/2017, 19m2
2 triệu/tháng, Quận Hoàng Mai, Phường Hoàng Văn Thụ,9/9/2017, 20m2
1.3 triệu/tháng, Quận Hai Bà Trưng, Phường Minh Khai,6/8/2017, 12m2
2.7 triệu/tháng, Quận Đống Đa, Phường Khâm Thiên,3/8/2017, 30m2
4.5 triệu/tháng, Quận Đống Đa, Phường Khâm Thiên,31/07/2017, 42m2
2.3 triệu/tháng, Quận Hà Đông, Phường Mỗ Lao,28/07/2017, 30m2
1.4 triệu/tháng, Quận Hai Bà Trưng, Phường Vĩnh Tuy,28/07/2017, 14m2
1.4 triệu/tháng, Quận Hoàng Mai, Phường Tân Mai,27/07/2017, 16m2
1.2 triệu/tháng, Quận Cầu Giấy, Phường Mai Dịch,27/07/2017, 10m2
2 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,26/07/2017, 18m2
1.4 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,25/07/2017, 13m2
2 triệu/tháng, Huyện Từ Liêm, Xã Xuân Đỉnh,24/07/2017, 20m2
1.5 triệu/tháng, Quận Thanh Xuân, Phường Nhân Chính,22/07/2017, 17m2
2.7 triệu/tháng, Quận Cầu Giấy, Phường Yên Hòa,21/07/2017, 22m2
2 triệu/tháng, Quận Hoàng Mai, Phường Định Công,21/07/2017, 25m2
3 triệu/tháng, Đống Đa, Phường Trung Liệt,21/07/2017, 24m2
1.3 triệu/tháng, Quận Hai Bà Trưng, Phường Minh Khai,20/07/2017, 12m2
1.6 triệu/tháng, Huyện Từ Liêm, Phường Cổ Nhuế 2,18/07/2017, 30m2
1 triệu/tháng, Huyện Từ Liêm, Phường Đức Thắng,18/07/2017, 25m2
660.000 đồng/tháng, Quận Thanh Xuân, Phường Khương Trung,18/07/2017, 30m2
3 triệu/tháng, Quận Thanh Xuân, Phường Khương Trung,18/07/2017, 30m2
3 triệu/tháng, Quận Thanh Xuân, Phường Nhân Chính,5/4/2020, 30m2
2.3 triệu/tháng, Huyện Thanh Trì, Xã Tân Triều,2/4/2020, 15m2
4.5 triệu/tháng, Quận Cầu Giấy, Phường Mai Dịch,1/4/2020, 35m2
3.15 triệu/tháng, Quận Ba Đình, Phường Nguyễn Trung Trực,31/03/2020, 20m2
2.6 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,31/03/2020, 20m2
2 triệu/tháng, Quận Đống Đa, Phường Trung Liệt,29/03/2020, 15m2
1.7 triệu/tháng, Quận Cầu Giấy, Phường Yên Hòa,29/03/2020, 10m2
2.5 triệu/tháng, Quận Bắc Từ Liêm, Phường Phúc Diễn,28/03/2020, 30m2
2.5 triệu/tháng, Quận Hoàng Mai, Phường Thanh Trì,28/03/2020, 30m2
1.2 triệu/tháng, Quận Hoàng Mai, Phường Tân Mai,28/03/2020, 20m2
2.4 triệu/tháng, Quận Bắc Từ Liêm, Phường Cổ Nhuế 2,27/03/2020, 25m2
1.4 triệu/tháng, Quận Nam Từ Liêm,Địa chỉ: Phường Mỹ Đình 1,27/03/2020, 20m2
1 triệu/tháng, Quận Long Biên, Phường Ngọc Thụy,26/03/2020, 10m2
1.7 triệu/tháng, Quận Cầu Giấy, Phường Yên Hòa,25/03/2020, 15m2
2.2 triệu/tháng, Quận Hoàng Mai, Phường Mai Động,25/03/2020, 18m2
3.5 triệu/tháng, Quận Cầu Giấy,Địa chỉ: Phường Yên Hòa,25/03/2020, 30m2
2.3 triệu/tháng, Quận Đống Đa, Phường Láng Thượng,24/03/2020, 30m2
3 triệu/tháng, Quận Đống Đa, Phường Khương Thượng,24/03/2020, 45m2
1.7 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,24/03/2020, 15m2
3.4 triệu/tháng, Quận Cầu Giấy, Phường Trung Hòa,23/03/2020, 28m2
2 triệu/tháng, Quận Hoàng Mai, Phường Tân Mai,21/03/2020, 20m2
1.7 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,8/3/2020, 20m2
2 triệu/tháng, Quận Ba Đình, Phường Đội Cấn,8/3/2020, 10m2
2.5 triệu/tháng, Quận Hoàng Mai, Phường Định Công,7/3/2020, 30m2
3.3 triệu/tháng, Quận Nam Từ Liêm,Địa chỉ: Phường Phú Đô,6/3/2020, 25m2
2.3 triệu/tháng, Quận Thanh Xuân, Phường Khương Trung,6/3/2020, 16m2
4.2 triệu/tháng, Quận Hoàng Mai, Phường Hoàng Liệt,5/3/2020, 35m2
4 triệu/tháng, Quận Hà Đông,Địa chỉ: Phường Mỗ Lao,5/3/2020, 35m2
3 triệu/tháng, Quận Đống Đa, Phường Thịnh Quang,5/3/2020, 20m2
2.3 triệu/tháng, Quận Đống Đa, Phường Láng Thượng,5/3/2020, 16m2
5.5 triệu/tháng, Quận Cầu Giấy, Phường Trung Hòa,4/3/2020, 35m2
3 triệu/tháng, Quận Hai Bà Trưng, Phường Vĩnh Tuy,4/3/2020, 19m2
2.5 triệu/tháng, Quận Hoàng Mai, Phường Lĩnh Nam,4/3/2020, 20m2
2.7 triệu/tháng, Quận Hoàng Mai, Phường Lĩnh Nam,4/3/2020, 30m2
2.2 triệu/tháng, Quận Hoàng Mai, Phường Hoàng Văn Thụ,3/3/2020, 18m2
4 triệu/tháng, Quận Cầu Giấy, Phường Yên Hòa,29/02/2020, 45m2
1 triệu/tháng, Quận Bắc Từ Liêm, Phường Phú Diễn,29/02/2020, 17m2
2.5 triệu/tháng, Quận Nam Từ Liêm,Địa chỉ: Phường Mễ Trì,29/02/2020, 30m2
2 triệu/tháng, Quận Cầu Giấy, Phường Nghĩa Tân,28/02/2020, 20m2
4.5 triệu/tháng, Quận Nam Từ Liêm,Địa chỉ: Phường Mỹ Đình 2,28/02/2020, 39m2
1.6 triệu/tháng, Huyện Thanh Trì, Xã Ngọc Hồi,27/02/2020, 25m2
2 triệu/tháng, Quận Hà Đông, Phường Phú La,27/02/2020, 20m2
5.5 triệu/tháng, Quận Ba Đình, Phường Ngọc Khánh,27/02/2020, 25m2
3.2 triệu/tháng, Quận Bắc Từ Liêm, Phường Xuân Đỉnh,27/02/2020, 30m2
1.2 triệu/tháng, Huyện Đông Anh,Địa chỉ: Xã Vĩnh Ngọc,26/02/2020, 25m2
5.5 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng,26/02/2020, 40m2
2.5 triệu/tháng, Quận Thanh Xuân, Phường Thượng Đình,26/02/2020, 18m2
1 triệu/tháng, Quận Hoàng Mai, Phường Trần Phú,26/02/2020, 14m2
1.3 triệu/tháng, Quận Đống Đa, Phường Khâm Thiên,26/02/2020, 9m2
4 triệu/tháng, Quận Nam Từ Liêm,Địa chỉ: Phường Mễ Trì,26/02/2020, 40m2
2.6 triệu/tháng, Quận Nam Từ Liêm,Địa chỉ: Phường Mễ Trì,25/02/2020, 25m2
4.2 triệu/tháng, Quận Hà Đông, Phường Mỗ Lao,25/02/2020, 40m2
4 triệu/tháng, Quận Tây Hồ, Phường Tứ Liên,24/02/2020, 25m2
2.5 triệu/tháng, Quận Cầu Giấy, Phường Yên Hòa,24/02/2020, 30m2
3.5 triệu/tháng, Quận Thanh Xuân, Phường Phương Liệt,24/02/2020, 20m2
2.2 triệu/tháng, Quận Hai Bà Trưng, Phường Thanh Lương,24/02/2020, 20m2
4.3 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng,23/02/2020, 40m2
3.9 triệu/tháng, Quận Hà Đông, Phường La Khê,23/02/2020, 30m2
2.5 triệu/tháng, Quận Hai Bà Trưng, Phường Thanh Lương,23/02/2020, 20m2
2.3 triệu/tháng, Quận Hoàng Mai, Phường Định Công,22/02/2020, 25m2
2.5 triệu/tháng, Quận Hoàng Mai, Phường Thịnh Liệt,22/02/2020, 20m2
2.7 triệu/tháng, Quận Bắc Từ Liêm,Địa chỉ: Đường Hoàng Công Chất,22/02/2020, 20m2
4.6 triệu/tháng, Quận Cầu Giấy, Phường Trung Hòa,22/02/2020, 30m2
3.5 triệu/tháng, Quận Đống Đa, Phường Láng Hạ,22/02/2020, 33m2
2.5 triệu/tháng, Quận Nam Từ Liêm,Địa chỉ: Phường Tây Mỗ,22/02/2020, 35m2
3 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng Hậu,21/02/2020, 20m2
3.3 triệu/tháng, Quận Cầu Giấy, Phường Mai Dịch,21/02/2020, 25m2
6.5 triệu/tháng, Quận Cầu Giấy, Phường Trung Hòa,21/02/2020, 35m2
4 triệu/tháng, Quận Hoàng Mai, Phường Lĩnh Nam,20/02/2020, 30m2
4.8 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,20/02/2020, 45m2
3.6 triệu/tháng, Quận Nam Từ Liêm, Phường Trung Văn,20/02/2020, 35m2
1.3 triệu/tháng, Quận Hoàng Mai, Phường Hoàng Liệt,20/02/2020, 20m2
1.5 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng,19/02/2020, 120m2
2.5 triệu/tháng, Quận Cầu Giấy, Phường Nghĩa Đô,19/02/2020, 17m2
2.7 triệu/tháng, Quận Đống Đa, Phường Phương Mai,19/02/2020, 20m2
2 triệu/tháng, Quận Hoàng Mai, Phường Hoàng Văn Thụ,19/02/2020, 20m2
5 triệu/tháng, Quận Nam Từ Liêm,Địa chỉ: Phường Mễ Trì,19/02/2020, 28m2
2.5 triệu/tháng, Quận Hoàng Mai, Phường Hoàng Liệt,19/02/2020, 20m2
1.7 triệu/tháng, Quận Đống Đa, Phường Trung Tự,18/02/2020, 20m2
5.5 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng,18/02/2020, 50m2
4 triệu/tháng, Quận Đống Đa,Địa chỉ: Ngõ Yên Thế Đường Nguyễn Thái Học,18/02/2020, 40m2
3.1 triệu/tháng, Quận Ba Đình, Phường Liễu Giai,17/02/2020, 20m2
2.2 triệu/tháng, Quận Hoàng Mai, Phường Trần Phú,16/02/2020, 35m2
2.7 triệu/tháng, Quận Nam Từ Liêm,Địa chỉ: Phường Mễ Trì,14/02/2020, 22m2
3 triệu/tháng, Quận Hà Đông, Phường Văn Quán,14/02/2020, 68m2
3.2 triệu/tháng, Quận Tây Hồ, Phường Bưởi,13/02/2020, 26m2
2.7 triệu/tháng, Quận Long Biên, Phường Bồ Đề,13/02/2020, 28m2
2.2 triệu/tháng, Quận Hoàng Mai, Phường Định Công,13/02/2020, 26m2
2.5 triệu/tháng, Quận Long Biên, Phường Bồ Đề,13/02/2020, 26m2
3 triệu/tháng, Quận Hoàn Kiếm, Phường Phúc Tân,13/02/2020, 25m2
3.2 triệu/tháng, Quận Hoàn Kiếm, Phường Phúc Tân,13/02/2020, 23m2
2.7 triệu/tháng, Quận Hoàng Mai, Phường Hoàng Liệt,13/02/2020, 20m2
1.35 triệu/tháng, Quận Cầu Giấy, Phường Trung Hòa,13/02/2020, 100m2
5 triệu/tháng, Quận Ba Đình, Phường Trúc Bạch,13/02/2020, 30m2
4 triệu/tháng, Quận Cầu Giấy, Phường Mai Dịch,4/5/2016, 45m2
1.2 triệu/tháng, Quận Hà Đông, Phường Nguyễn Trãi,4/5/2016, 18m2
1 triệu/tháng, Quận Thanh Xuân, Phường Thanh Xuân Bắc,4/5/2016, 12m2
2.3 triệu/tháng,Quận Đống Đa,Địa chỉ: Ngõ 183 Thái hÀ ,4/5/2016, 25m2
1.5 triệu/tháng, Quận Thanh Xuân, Phường Khương Mai,4/5/2016, 21m2
Thỏa thuận, Quận Đống Đa, Phường Phương Mai,4/5/2016, 15m2
1.1 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,4/5/2016, 10m2
2 triệu/tháng, Quận Hoàng Mai, Phường Định Công,4/5/2016, 25m2
2.2 triệu/tháng, Hai Bà Trưng, Trương Định,4/5/2016, 27m2
500.000 đồng/tháng, Quận Hà Đông, Phường Phú Lãm,3/5/2016, 12m2
2.3 triệu/tháng, Quận Đống Đa, Phường Phương Liên,3/5/2016, 25m2
2 triệu/tháng, Quận Cầu Giấy,Địa chỉ: Số 10B Tổ 36 hẻm 43/98/25 Trung Kính,3/5/2016, 15m2
2 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,3/5/2016, 20m2
1.200 đồng/tháng, Quận Hoàng Mai, Phường Yên Sở,3/5/2016, 12m2
Thỏa thuận, Quận Hai Bà Trưng, Phường Trương Định,3/5/2016, 20m2
2.2 triệu/tháng, Huyện Từ Liêm, Xã Xuân Đỉnh,3/5/2016, 25m2
3.5 triệu/tháng, Quận Ba Đình, Phường Kim Mã,2/5/2016, 40m2
900.000 đồng/tháng, Huyện Từ Liêm, Xã Minh Khai,2/5/2016, 15m2
1.2 triệu/tháng, Quận Hoàng Mai, Phường Tương Mai,30/04/2016, 17m2
4 triệu/tháng, Quận Thanh Xuân, Phường Khương Trung,29/04/2016, 120m2
1.7 triệu/tháng, Quận Cầu Giấy, Phường Nghĩa Đô,29/04/2016, 20m2
1.3 triệu/tháng, Quận Hà Đông, Phường Hà Cầu,29/04/2016, 20m2
2 triệu/tháng, Quận Đống Đa, Phường Thổ Quan,28/04/2016, 17m2
2 triệu/tháng, Quận Cầu Giấy, Phường Trung Hòa,28/04/2016, 15m2
700.000 đồng/tháng, Quận Hà Đông,Địa chỉ: Quang Trung,28/04/2016, 20m2
4 triệu/tháng, Quận Đống Đa,Địa chỉ: Thái Hà,28/04/2016, 45m2
2.2 triệu/tháng, Quận Đống Đa, Phường Hàng Bột,27/04/2016, 20m2
1.85 triệu/tháng, Quận Hai Bà Trưng, Phường Thanh Lương,27/04/2016, 208m2
2.2 triệu/tháng, Quận Ba Đình, Phường Vĩnh Phúc,27/04/2016, 18m2
2.2 triệu/tháng, Quận Đống Đa, Phường Ngã Tư Sở,27/04/2016, 25m2
1.75 triệu/tháng, Quận Hoàng Mai, Phường Vĩnh Hưng,27/04/2016, 30m2
Thỏa thuận, Quận Thanh Xuân, Phường Hạ Đình,27/04/2016, 60m2
1.2 triệu/tháng, Quận Đống Đa, Phường Trung Liệt,26/04/2016, 20m2
2 triệu/tháng, Quận Hai Bà Trưng, Phường Trương Định,26/04/2016, 18m2
2.5 triệu/tháng, Quận Đống Đa, Phường Phương Liên,26/04/2016, 30m2
2.2 triệu/tháng, Quận Hai Bà Trưng, Phường Đống Mác,26/04/2016, 20m2
3.5 triệu/tháng, Quận Thanh Xuân, Phường Khương Trung,26/04/2016, 50m2
1.4 triệu/tháng, Quận Thanh Xuân, Phường Phương Liệt,26/04/2016, 18m2
1.8 triệu/tháng, Quận Ba Đình, Phường Ngọc Khánh,25/04/2016, 16m2
3 triệu/tháng, Quận Đống Đa, Phường Phương Liên,25/04/2016, 25m2
1.2 triệu/tháng, Quận Hai Bà Trưng, Phường Vĩnh Tuy,25/04/2016, 10m2
2 triệu/tháng, Quận Hai Bà Trưng, Phường Đồng Tâm,25/04/2016, 20m2
1.5 triệu/tháng, Quận Đống Đa, Phường Khương Thượng,25/04/2016, 12m2
1.2 triệu/tháng, Quận Hà Đông, Phường Nguyễn Trãi,25/04/2016, 12m2
2 triệu/tháng, Quận Hà Đông,Địa chỉ: Chung cư TSQ Euroland,25/04/2016, 20m2
2.5 triệu/tháng, Quận Ba Đình, Phường Cống Vị,24/04/2016, 20m2
2.000 đồng/tháng, Quận Hai Bà Trưng, Phường Lê Đại Hành,23/04/2016, 25m2
2 triệu/tháng, Quận Đống Đa, Phường Trung Liệt,23/04/2016, 14m2
2 triệu/tháng, Quận Cầu Giấy, Phường Yên Hòa,23/04/2016, 18m2
700.000 đồng/tháng, Quận Bắc Từ Liêm, Phường Cổ Nhuế 2,23/04/2016, 12m2
3 triệu/tháng, Quận Ba Đình, Phường Liễu Giai,22/04/2016, 30m2
15 triệu/tháng, Quận Hoàng Mai, Phường Tân Mai,22/04/2016, 60m2
2.2 triệu/tháng, Quận Hoàng Mai, Phường Giáp Bát,22/04/2016, 28m2
2.5 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,17/04/2016, 20m2
2 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,16/04/2016, 28m2
2 triệu/tháng, Quận Thanh Xuân,Địa chỉ: Triều Khúc,16/04/2016, 26m2
1.5 triệu/tháng, Quận Hoàng Mai, Phường Tân Mai,15/04/2016, 8m2
2 triệu/tháng, Quận Hoàng Mai, Phường Thanh Trì,15/04/2016, 22m2
1.5 triệu/tháng, Quận Hai Bà Trưng, Phường Minh Khai,15/04/2016, 20m2
Thỏa thuận, Quận Hai Bà Trưng, Phường Lê Đại Hành,14/04/2016, 25m2
Thỏa thuận, Quận Thanh Xuân, Phường Khương Trung,11/4/2016, 30m2
2 triệu/tháng, Quận Thanh Xuân, Phường Nhân Chính,11/4/2016, 17m2
1.65 triệu/tháng, Quận Tây Hồ, Bưởi,11/4/2016, 16m2
3 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng,11/4/2016, 30m2
4 triệu/tháng, Ngõ 132, Ngách 42B,10/4/2016, 40m2
1.6 triệu/tháng, Quận Thanh Xuân, Phường Thanh Xuân Nam,10/4/2016, 14m2
3.5 triệu/tháng, Quận Hai Bà Trưng, Phường Bách Khoa,10/4/2016, 30m2
2 triệu/tháng, Quận Đống Đa, Phường Nam Đồng,9/4/2016, 16m2
2.5 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng,9/4/2016, 17m2
2.4 triệu/tháng, Quận Đống Đa,Tôn Thất Tùng,9/4/2016, 20m2
1.5 triệu/tháng, Long Biên, Thượng Thanh,8/4/2016, 25.5m2
1.3 triệu/tháng, Quận Thanh Xuân,Địa chỉ: 15/1/162 Khương Đình,8/4/2016, 14m2
Thỏa thuận, Quận Thanh Xuân,Địa chỉ: 65 Vũ Tông Phan,8/4/2016, 27m2
3 triệu/tháng, Quận Cầu Giấy, Phường Nghĩa Đô,7/4/2016, 20m2
Thỏa thuận, Quận Thanh Xuân, Phường Thanh Xuân Trung,7/4/2016, 50m2
2.5 triệu/tháng, Quận Đống Đa, Phường Nam Đồng,6/4/2016, 20m2
2.2 triệu/tháng, Quận Đống Đa,Địa chỉ: Xã Đàn,6/4/2016, 18m2
1.7 triệu/tháng, Quận Cầu Giấy, Phường Nghĩa Đô,6/4/2016, 20m2
7 triệu/tháng, Quận Thanh Xuân, Phường Nhân Chính,5/4/2016, 60m2
2.3 triệu/tháng, Quận Ba Đình, Phường Kim Mã,5/4/2016, 15m2
Thỏa thuận, Quận Ba Đình, Phường Kim Mã,5/4/2016, 18m2
2 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng Hậu,5/4/2016, 15m2
1.8 triệu/tháng, Quận Tây Hồ, Phường Xuân La,5/4/2016, 22m2
1.5 triệu/tháng, Quận Hà Đông, Phường Hà Cầu,5/4/2016, 20m2
1.2 triệu/tháng, Quận Thanh Xuân, Phường Hạ Đình,4/4/2016, 15m2
Thỏa thuận, Quận Hai Bà Trưng, Phường Trương Định,4/4/2016, 35m2
2 triệu/tháng, Quận Hoàn Kiếm, Phường Phan Chu Trinh,4/4/2016, 25m2
2 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,4/4/2016, 20m2
Thỏa thuận, Quận Thanh Xuân, Phường Thanh Xuân Bắc,4/4/2016, 20m2
1.8 triệu/tháng, Quận Tây Hồ, Phường Xuân La,4/4/2016, 20m2
1.5 triệu/tháng, Huyện Từ Liêm, Phường Cổ Nhuế 1,3/4/2016, 15m2
500.000 đồng/tháng, Huyện Hoài Đức, Xã Đức Thượng,3/4/2016, 18m2
Thỏa thuận, Huyện Từ Liêm, Phường Đức Thắng,3/4/2016, 32m2
Thỏa thuận, Huyện Từ Liêm, Phường Cổ Nhuế 1,3/4/2016, 45m2
2.2 triệu/tháng, Huyện Từ Liêm, Phường Phú Diễn,3/4/2016, 34m2
1.5 triệu/tháng, Quận Hoàng Mai, Định Công Thượng,3/4/2016, 20m2
1.5 triệu/tháng, Quận Long Biên, Phường Sài Đồng,3/4/2016, 15m2
2.5 triệu/tháng, Quận Đống Đa, Phường Khương Thượng,30/03/2016, 25m2
1.2 triệu/tháng, Quận Long Biên,Địa chỉ: Số Nhà 56 ngách 99/153 Phường Ngọc Thụy,30/03/2016, 20m2
Thỏa thuận, Quận Tây Hồ, Nhật Tân,30/03/2016, 150m2
2.3 triệu/tháng, Quận Đống Đa, Phường Hàng Bột,30/03/2016, 18m2
2.5 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,29/03/2016, 18m2
4.9 triệu/tháng, quận Hai Bà Trưng, Bách Khoa,27/03/2016, 100m2
1.2 triệu/tháng, Quận Hà Đông,Địa chỉ: Phường Phú La,27/03/2016, 15m2
2 triệu/tháng, Quận Hoàng Mai,Địa chỉ: Phường Định Công,27/03/2016, 30m2
1.5 triệu/tháng, Quận Hoàng Mai, Phường Yên Sở,12/2/2020, 15m2
1.5 triệu/tháng, Quận Nam Từ Liêm,Địa chỉ: Phường Mỹ Đình 1,12/2/2020, 25m2
2 triệu/tháng, Quận Tây Hồ, Phường Xuân La,12/2/2020, 22m2
2.5 triệu/tháng, Quận Nam Từ Liêm,Địa chỉ: Phường Mễ Trì,11/2/2020, 28m2
5 triệu/tháng, Quận Hoàng Mai, Phường Giáp Bát,11/2/2020, 40m2
2.6 triệu/tháng, Quận Bắc Từ Liêm, Phường Phúc Diễn,11/2/2020, 25m2
1.6 triệu/tháng, Quận Thanh Xuân, Phường Nhân Chính,11/2/2020, 30m2
3 triệu/tháng, Quận Bắc Từ Liêm, Phường Cổ Nhuế 2,9/2/2020, 47m2
2 triệu/tháng, Quận Thanh Xuân, Phường Hạ Đình,9/2/2020, 15m2
2.5 triệu/tháng, Quận Bắc Từ Liêm, Phường Xuân Đỉnh,9/2/2020, 20m2
2.8 triệu/tháng, Quận Nam Từ Liêm,Địa chỉ: Phường Mỹ Đình 2,9/2/2020, 25m2
2 triệu/tháng, Quận Đống Đa, Phường Kim Liên,8/2/2020, 20m2
1.5 triệu/tháng, Quận Đống Đa, Phường Hàng Bột,8/2/2020, 30m2
2.5 triệu/tháng, Quận Đống Đa, Phường Khương Thượng,5/2/2020, 22m2
1.5 triệu/tháng, Quận Cầu Giấy, Phường Yên Hòa,4/2/2020, 120m2
3.5 triệu/tháng, Quận Nam Từ Liêm,Địa chỉ: Phường Trung Văn,3/2/2020, 25m2
1.7 triệu/tháng, Quận Hoàng Mai, Phường Định Công,3/2/2020, 14m2
2 triệu/tháng, Quận Ba Đình, Phường Đội Cấn,3/2/2020, 17m2
2.4 triệu/tháng, Quận Bắc Từ Liêm, Phường Cổ Nhuế 2,3/2/2020, 25m2
4 triệu/tháng, Quận Hai Bà Trưng, Phường Đồng Tâm,2/2/2020, 35m2
2 triệu/tháng, Quận Hoàng Mai, Phường Mai Động,1/2/2020, 18m2
4.5 triệu/tháng, Quận Nam Từ Liêm, Phường Mỹ Đình 2,1/2/2020, 25m2
