Price,District,Ward,Time,Area
1.85 triệu/tháng, Quận Hai Bà Trưng, Phường Thanh Lương,27/04/2016, 208m2
2.2 triệu/tháng, Quận Ba Đình, Phường Vĩnh Phúc,27/04/2016, 18m2
2.2 triệu/tháng, Quận Đống Đa, Phường Ngã Tư Sở,27/04/2016, 25m2
1.75 triệu/tháng, Quận Hoàng Mai, Phường Vĩnh Hưng,27/04/2016, 30m2
Thỏa thuận, Quận Thanh Xuân, Phường Hạ Đình,27/04/2016, 60m2
1.2 triệu/tháng, Quận Đống Đa, Phường Trung Liệt,26/04/2016, 20m2
2 triệu/tháng, Quận Hai Bà Trưng, Phường Trương Định,26/04/2016, 18m2
2.5 triệu/tháng, Quận Đống Đa, Phường Phương Liên,26/04/2016, 30m2
2.2 triệu/tháng, Quận Hai Bà Trưng, Phường Đống Mác,26/04/2016, 20m2
3.5 triệu/tháng, Quận Thanh Xuân, Phường Khương Trung,26/04/2016, 50m2
1.4 triệu/tháng, Quận Thanh Xuân, Phường Phương Liệt,26/04/2016, 18m2
1.8 triệu/tháng, Quận Ba Đình, Phường Ngọc Khánh,25/04/2016, 16m2
3 triệu/tháng, Quận Đống Đa, Phường Phương Liên,25/04/2016, 25m2
1.2 triệu/tháng, Quận Hai Bà Trưng, Phường Vĩnh Tuy,25/04/2016, 10m2
2 triệu/tháng, Quận Hai Bà Trưng, Phường Đồng Tâm,25/04/2016, 20m2
1.5 triệu/tháng, Quận Đống Đa, Phường Khương Thượng,25/04/2016, 12m2
1.2 triệu/tháng, Quận Hà Đông, Phường Nguyễn Trãi,25/04/2016, 12m2
2 triệu/tháng, Quận Hà Đông,Địa chỉ: Chung cư TSQ Euroland,25/04/2016, 20m2
2.5 triệu/tháng, Quận Ba Đình, Phường Cống Vị,24/04/2016, 20m2
2.000 đồng/tháng, Quận Hai Bà Trưng, Phường Lê Đại Hành,23/04/2016, 25m2
2 triệu/tháng, Quận Đống Đa, Phường Trung Liệt,23/04/2016, 14m2
2 triệu/tháng, Quận Cầu Giấy, Phường Yên Hòa,23/04/2016, 18m2
700.000 đồng/tháng, Quận Bắc Từ Liêm, Phường Cổ Nhuế 2,23/04/2016, 12m2
3 triệu/tháng, Quận Ba Đình, Phường Liễu Giai,22/04/2016, 30m2
15 triệu/tháng, Quận Hoàng Mai, Phường Tân Mai,22/04/2016, 60m2
2.2 triệu/tháng, Quận Hoàng Mai, Phường Giáp Bát,22/04/2016, 28m2
2.5 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,17/04/2016, 20m2
2 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,16/04/2016, 28m2
2 triệu/tháng, Quận Thanh Xuân,Địa chỉ: Triều Khúc,16/04/2016, 26m2
1.5 triệu/tháng, Quận Hoàng Mai, Phường Tân Mai,15/04/2016, 8m2
2 triệu/tháng, Quận Hoàng Mai, Phường Thanh Trì,15/04/2016, 22m2
1.5 triệu/tháng, Quận Hai Bà Trưng, Phường Minh Khai,15/04/2016, 20m2
Thỏa thuận, Quận Hai Bà Trưng, Phường Lê Đại Hành,14/04/2016, 25m2
Thỏa thuận, Quận Thanh Xuân, Phường Khương Trung,11/04/2016, 30m2
2 triệu/tháng, Quận Thanh Xuân, Phường Nhân Chính,11/04/2016, 17m2
1.65 triệu/tháng, Quận Tây Hồ, Bưởi,11/04/2016, 16m2
3 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng,11/04/2016, 30m2
4 triệu/tháng, Ngõ 132, Ngách 42B,10/04/2016, 40m2
1.6 triệu/tháng, Quận Thanh Xuân, Phường Thanh Xuân Nam,10/04/2016, 14m2
3.5 triệu/tháng, Quận Hai Bà Trưng, Phường Bách Khoa,10/04/2016, 30m2
2 triệu/tháng, Quận Đống Đa, Phường Nam Đồng,09/04/2016, 16m2
2.5 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng,09/04/2016, 17m2
2.4 triệu/tháng, Quận Đống Đa,Tôn Thất Tùng,09/04/2016, 20m2
1.5 triệu/tháng, Long Biên, Thượng Thanh,08/04/2016, 25.5m2
1.3 triệu/tháng, Quận Thanh Xuân,Địa chỉ: 15/1/162 Khương Đình,08/04/2016, 14m2
Thỏa thuận, Quận Thanh Xuân,Địa chỉ: 65 Vũ Tông Phan,08/04/2016, 27m2
3 triệu/tháng, Quận Cầu Giấy, Phường Nghĩa Đô,07/04/2016, 20m2
Thỏa thuận, Quận Thanh Xuân, Phường Thanh Xuân Trung,07/04/2016, 50m2
2.5 triệu/tháng, Quận Đống Đa, Phường Nam Đồng,06/04/2016, 20m2
2.2 triệu/tháng, Quận Đống Đa,Địa chỉ: Xã Đàn,06/04/2016, 18m2
1.7 triệu/tháng, Quận Cầu Giấy, Phường Nghĩa Đô,06/04/2016, 20m2
7 triệu/tháng, Quận Thanh Xuân, Phường Nhân Chính,05/04/2016, 60m2
2.3 triệu/tháng, Quận Ba Đình, Phường Kim Mã,05/04/2016, 15m2
Thỏa thuận, Quận Ba Đình, Phường Kim Mã,05/04/2016, 18m2
2 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng Hậu,05/04/2016, 15m2
1.8 triệu/tháng, Quận Tây Hồ, Phường Xuân La,05/04/2016, 22m2
1.5 triệu/tháng, Quận Hà Đông, Phường Hà Cầu,05/04/2016, 20m2
1.2 triệu/tháng, Quận Thanh Xuân, Phường Hạ Đình,04/04/2016, 15m2
Thỏa thuận, Quận Hai Bà Trưng, Phường Trương Định,04/04/2016, 35m2
2 triệu/tháng, Quận Hoàn Kiếm, Phường Phan Chu Trinh,04/04/2016, 25m2
2 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,04/04/2016, 20m2
Thỏa thuận, Quận Thanh Xuân, Phường Thanh Xuân Bắc,04/04/2016, 20m2
1.8 triệu/tháng, Quận Tây Hồ, Phường Xuân La,04/04/2016, 20m2
1.5 triệu/tháng, Huyện Từ Liêm, Phường Cổ Nhuế 1,03/04/2016, 15m2
500.000 đồng/tháng, Huyện Hoài Đức, Xã Đức Thượng,03/04/2016, 18m2
Thỏa thuận, Huyện Từ Liêm, Phường Đức Thắng,03/04/2016, 32m2
Thỏa thuận, Huyện Từ Liêm, Phường Cổ Nhuế 1,03/04/2016, 45m2
2.2 triệu/tháng, Huyện Từ Liêm, Phường Phú Diễn,03/04/2016, 34m2
1.5 triệu/tháng, Quận Hoàng Mai, Định Công Thượng,03/04/2016, 20m2
1.5 triệu/tháng, Quận Long Biên, Phường Sài Đồng,03/04/2016, 15m2
2.5 triệu/tháng, Quận Đống Đa, Phường Khương Thượng,30/03/2016, 25m2
1.2 triệu/tháng, Quận Long Biên,Địa chỉ: Số Nhà 56 ngách 99/153 Phường Ngọc Thụy,30/03/2016, 20m2
Thỏa thuận, Quận Tây Hồ, Nhật Tân,30/03/2016, 150m2
2.3 triệu/tháng, Quận Đống Đa, Phường Hàng Bột,30/03/2016, 18m2
2.5 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,29/03/2016, 18m2
4.9 triệu/tháng, quận Hai Bà Trưng, Bách Khoa,27/03/2016, 100m2
1.2 triệu/tháng, Quận Hà Đông,Địa chỉ: Phường Phú La,27/03/2016, 15m2
2 triệu/tháng, Quận Hoàng Mai,Địa chỉ: Phường Định Công,27/03/2016, 30m2
